filename,word_count,long_video,deep_review_priority,novelty_score,coverage_score,rules_hit,rules_list
DAILY GOAL.txt,3684,True,True,0.9727,0.0273,18,SCRN-001_news_catalyst|SCRN-004_price_range|SCRN-010_front_back_side|ENTR-003_dollar_levels|ENTR-004_micro_pullback|ENTR-005_vwap|ENTR-006_bull_flag|ENTR-009_topping_tails|STOP-003_fifty_pct_daily_stop|STOP-007_position_stop|PROF-003_daily_goals|PROF-004_size_up_hot|MKTCOND-002_leading_gapper|MKTCOND-005_seasonal|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead|TIMING-006_power_hour
Day Trading Initial Public Offerings.txt,2478,True,True,0.9727,0.0273,13,SCRN-001_news_catalyst|SCRN-003_float|SCRN-007_foreign_stocks|SCRN-008_sector_theme|ENTR-004_micro_pullback|ENTR-005_vwap|ENTR-009_topping_tails|STOP-006_halt_offering|PROF-006_start_small|MKTCOND-004_overall_market|TIMING-002_opening_range|TIMING-003_midday_dead|TIMING-006_power_hour
FINAL DAY OF 2023 IS GREEN.txt,7731,True,True,0.9727,0.0273,23,SCRN-001_news_catalyst|SCRN-002_relative_volume|SCRN-003_float|SCRN-004_price_range|SCRN-006_reverse_splits|SCRN-007_foreign_stocks|SCRN-008_sector_theme|SCRN-009_short_interest|ENTR-001_macd_gate|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|ENTR-005_vwap|ENTR-009_topping_tails|STOP-007_position_stop|PROF-003_daily_goals|PROF-005_cold_market|MKTCOND-002_leading_gapper|MKTCOND-004_overall_market|MKTCOND-005_seasonal|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-006_power_hour
HOLY SHORT SQUEEZE...this stock went up 577% in 90 minutes!.txt,2532,True,True,0.9727,0.0273,12,SCRN-001_news_catalyst|SCRN-003_float|SCRN-005_daily_chart_room|SCRN-006_reverse_splits|SCRN-007_foreign_stocks|SCRN-009_short_interest|SCRN-010_front_back_side|STOP-001_macd_hands_off|STOP-006_halt_offering|PROF-005_cold_market|MKTCOND-001_cold_hot_framework|MKTCOND-005_seasonal
No Trade Monday!.txt,1281,False,False,0.9727,0.0273,7,SCRN-002_relative_volume|SCRN-003_float|PROF-001_dont_cap_green|PROF-005_cold_market|MKTCOND-002_leading_gapper|TIMING-002_opening_range|TIMING-004_no_trade_days
Survive 'till You Thrive!.txt,1842,True,True,0.9727,0.0273,11,SCRN-001_news_catalyst|SCRN-003_float|SCRN-006_reverse_splits|ENTR-005_vwap|PROF-001_dont_cap_green|MKTCOND-001_cold_hot_framework|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-003_midday_dead|TIMING-005_session_length|TIMING-006_power_hour
Why I'm NOT Short Selling....txt,3561,True,True,0.9727,0.0273,15,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-006_reverse_splits|SCRN-007_foreign_stocks|SCRN-008_sector_theme|ENTR-003_dollar_levels|ENTR-004_micro_pullback|ENTR-009_topping_tails|STOP-005_fifty_pct_retrace|STOP-006_halt_offering|PROF-005_cold_market|MKTCOND-001_cold_hot_framework|TIMING-002_opening_range
[LIVE] from CANADA - The DAY TRADING Morning Show 9 00 - 9 30am ET with Ross Cameron.txt,2206,True,True,0.9727,0.0273,13,SCRN-001_news_catalyst|SCRN-002_relative_volume|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-006_reverse_splits|SCRN-009_short_interest|SCRN-010_front_back_side|ENTR-005_vwap|STOP-001_macd_hands_off|STOP-004_thirty_pct_soft_stop|TIMING-002_opening_range|TIMING-006_power_hour
I'm Back! +$5k Ross's Trade Recap.txt,2637,True,True,0.9726,0.0274,12,SCRN-001_news_catalyst|SCRN-003_float|SCRN-005_daily_chart_room|SCRN-006_reverse_splits|SCRN-009_short_interest|ENTR-003_dollar_levels|STOP-003_fifty_pct_daily_stop|STOP-004_thirty_pct_soft_stop|PROF-001_dont_cap_green|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-002_opening_range
Little Wins in $DRCT $IMTE Day Trading Recap by Ross Cameron.txt,2241,True,True,0.9726,0.0274,10,SCRN-002_relative_volume|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|ENTR-002_fcnh|ENTR-009_topping_tails|PROF-005_cold_market|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-002_opening_range
Proven Formula for Finding BEST Stocks to Day Trade (Step-by-Step Guide).txt,11843,True,True,0.9726,0.0274,26,SCRN-001_news_catalyst|SCRN-002_relative_volume|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-006_reverse_splits|SCRN-007_foreign_stocks|SCRN-009_short_interest|SCRN-010_front_back_side|ENTR-001_macd_gate|ENTR-002_fcnh|ENTR-004_micro_pullback|ENTR-005_vwap|ENTR-006_bull_flag|STOP-003_fifty_pct_daily_stop|STOP-004_thirty_pct_soft_stop|STOP-006_halt_offering|PROF-002_scale_out|PROF-003_daily_goals|PROF-004_size_up_hot|PROF-005_cold_market|MKTCOND-002_leading_gapper|MKTCOND-003_cheap_gappers|MKTCOND-004_overall_market|TIMING-003_midday_dead|TIMING-004_no_trade_days
WATCH LIST for MONDAY Let's Start March Strong.txt,4956,True,True,0.9726,0.0274,18,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-006_reverse_splits|SCRN-009_short_interest|STOP-003_fifty_pct_daily_stop|STOP-006_halt_offering|PROF-001_dont_cap_green|PROF-003_daily_goals|PROF-004_size_up_hot|MKTCOND-001_cold_hot_framework|MKTCOND-002_leading_gapper|MKTCOND-004_overall_market|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead|TIMING-006_power_hour
[LIVE] 20 seconds from being in a secondary offering Day Trading with Ross #stocks #daytrading.txt,4070,True,True,0.9726,0.0274,20,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-006_reverse_splits|SCRN-009_short_interest|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|STOP-003_fifty_pct_daily_stop|STOP-006_halt_offering|STOP-007_position_stop|PROF-001_dont_cap_green|PROF-004_size_up_hot|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead|TIMING-005_session_length|TIMING-006_power_hour
$EVAX +58% LIVE Day Trading Morning Show with Ross.txt,3281,True,True,0.9725,0.0275,19,SCRN-001_news_catalyst|SCRN-003_float|SCRN-005_daily_chart_room|SCRN-006_reverse_splits|SCRN-008_sector_theme|SCRN-010_front_back_side|ENTR-001_macd_gate|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|STOP-004_thirty_pct_soft_stop|PROF-001_dont_cap_green|PROF-003_daily_goals|PROF-005_cold_market|MKTCOND-002_leading_gapper|MKTCOND-003_cheap_gappers|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-006_power_hour
$SPRB +130% for a Gap and Go day trade.txt,976,False,False,0.9725,0.0275,6,SCRN-001_news_catalyst|ENTR-004_micro_pullback|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-006_power_hour
+$31k on AYRO +150% Ross's Trade Recap.txt,4456,True,True,0.9725,0.0275,23,SCRN-001_news_catalyst|SCRN-002_relative_volume|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-009_short_interest|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|ENTR-009_topping_tails|STOP-003_fifty_pct_daily_stop|STOP-006_halt_offering|STOP-007_position_stop|PROF-002_scale_out|PROF-003_daily_goals|PROF-004_size_up_hot|MKTCOND-001_cold_hot_framework|MKTCOND-002_leading_gapper|MKTCOND-003_cheap_gappers|MKTCOND-005_seasonal|TIMING-002_opening_range|TIMING-003_midday_dead|TIMING-005_session_length
Black Friday Sale LIVE Day Trading Morning Show with Ross Cameron.txt,3160,True,True,0.9725,0.0275,13,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-006_reverse_splits|ENTR-003_dollar_levels|ENTR-007_order_spoofing|ENTR-009_topping_tails|PROF-005_cold_market|MKTCOND-002_leading_gapper|MKTCOND-005_seasonal|TIMING-002_opening_range|TIMING-004_no_trade_days
"Great Start, Terrible Finish +$144 Ross' Trade Recap.txt",2990,True,True,0.9725,0.0275,13,SCRN-001_news_catalyst|SCRN-004_price_range|SCRN-005_daily_chart_room|ENTR-002_fcnh|ENTR-003_dollar_levels|STOP-003_fifty_pct_daily_stop|STOP-007_position_stop|PROF-003_daily_goals|MKTCOND-001_cold_hot_framework|MKTCOND-002_leading_gapper|MKTCOND-005_seasonal|TIMING-001_premarket_watch|TIMING-003_midday_dead
LIVE Day Trading Morning Show with Ross Cameron [UOxAKYARKio].txt,6471,True,True,0.9725,0.0275,24,SCRN-001_news_catalyst|SCRN-002_relative_volume|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-007_foreign_stocks|SCRN-009_short_interest|SCRN-010_front_back_side|STOP-001_macd_hands_off|STOP-006_halt_offering|PROF-002_scale_out|PROF-003_daily_goals|PROF-004_size_up_hot|PROF-005_cold_market|MKTCOND-002_leading_gapper|MKTCOND-003_cheap_gappers|MKTCOND-004_overall_market|MKTCOND-005_seasonal|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead|TIMING-004_no_trade_days|TIMING-005_session_length|TIMING-006_power_hour
Trading the Leading Percentage Gainers in the Market.txt,2200,True,True,0.9725,0.0275,16,SCRN-003_float|SCRN-005_daily_chart_room|ENTR-003_dollar_levels|ENTR-004_micro_pullback|STOP-001_macd_hands_off|STOP-004_thirty_pct_soft_stop|STOP-007_position_stop|PROF-001_dont_cap_green|PROF-003_daily_goals|PROF-005_cold_market|PROF-006_start_small|MKTCOND-001_cold_hot_framework|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-004_no_trade_days|TIMING-006_power_hour
A Fraudulent PR - Stock Halted Pending News & Crashes #daytrading #stocks.txt,2746,True,True,0.9724,0.0276,10,SCRN-001_news_catalyst|SCRN-003_float|ENTR-003_dollar_levels|ENTR-004_micro_pullback|ENTR-005_vwap|PROF-005_cold_market|MKTCOND-004_overall_market|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-004_no_trade_days
Continued Momentum +$4.3K! Ross' Trade Recap.txt,4628,True,True,0.9724,0.0276,14,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|SCRN-006_reverse_splits|SCRN-008_sector_theme|ENTR-003_dollar_levels|PROF-002_scale_out|MKTCOND-001_cold_hot_framework|MKTCOND-002_leading_gapper|MKTCOND-003_cheap_gappers|MKTCOND-004_overall_market|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead
DAY TRADING IN MEXICO.txt,3726,True,True,0.9724,0.0276,15,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|SCRN-008_sector_theme|ENTR-001_macd_gate|ENTR-003_dollar_levels|ENTR-009_topping_tails|STOP-004_thirty_pct_soft_stop|PROF-002_scale_out|PROF-004_size_up_hot|PROF-005_cold_market|MKTCOND-002_leading_gapper|MKTCOND-005_seasonal|TIMING-001_premarket_watch|TIMING-004_no_trade_days
How to BUY THE DIP the RIGHT WAY.txt,12389,True,True,0.9724,0.0276,26,SCRN-001_news_catalyst|SCRN-002_relative_volume|SCRN-003_float|SCRN-005_daily_chart_room|SCRN-008_sector_theme|SCRN-009_short_interest|SCRN-010_front_back_side|ENTR-001_macd_gate|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|ENTR-005_vwap|ENTR-009_topping_tails|STOP-001_macd_hands_off|STOP-002_ema_cross|STOP-003_fifty_pct_daily_stop|STOP-005_fifty_pct_retrace|STOP-007_position_stop|PROF-001_dont_cap_green|PROF-002_scale_out|PROF-004_size_up_hot|PROF-006_start_small|MKTCOND-001_cold_hot_framework|MKTCOND-005_seasonal|TIMING-001_premarket_watch|TIMING-006_power_hour
One Trade Day (Holiday Trading Strategy).txt,1925,True,True,0.9724,0.0276,12,SCRN-001_news_catalyst|SCRN-002_relative_volume|SCRN-003_float|SCRN-005_daily_chart_room|SCRN-008_sector_theme|ENTR-003_dollar_levels|PROF-002_scale_out|PROF-003_daily_goals|PROF-005_cold_market|MKTCOND-001_cold_hot_framework|MKTCOND-004_overall_market|TIMING-002_opening_range
"Today's leading gainer is still going higher +1,400% now!.txt",2535,True,True,0.9724,0.0276,17,SCRN-001_news_catalyst|SCRN-002_relative_volume|SCRN-003_float|SCRN-005_daily_chart_room|SCRN-006_reverse_splits|ENTR-002_fcnh|ENTR-004_micro_pullback|ENTR-008_double_bottom|ENTR-009_topping_tails|PROF-001_dont_cap_green|PROF-004_size_up_hot|PROF-005_cold_market|MKTCOND-001_cold_hot_framework|MKTCOND-002_leading_gapper|MKTCOND-004_overall_market|TIMING-001_premarket_watch|TIMING-002_opening_range
Trading Multi-Day Continuation Setups.txt,3173,True,True,0.9724,0.0276,13,SCRN-001_news_catalyst|SCRN-003_float|SCRN-007_foreign_stocks|SCRN-008_sector_theme|SCRN-009_short_interest|ENTR-002_fcnh|ENTR-004_micro_pullback|ENTR-005_vwap|ENTR-009_topping_tails|PROF-003_daily_goals|PROF-004_size_up_hot|MKTCOND-001_cold_hot_framework|TIMING-001_premarket_watch
A Great Way To Start The Month! +$27k Ross's Trade Recap.txt,4504,True,True,0.9723,0.0277,16,SCRN-001_news_catalyst|SCRN-003_float|SCRN-008_sector_theme|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|STOP-003_fifty_pct_daily_stop|STOP-007_position_stop|PROF-001_dont_cap_green|PROF-003_daily_goals|MKTCOND-002_leading_gapper|MKTCOND-004_overall_market|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead|TIMING-006_power_hour
Big Wins in Two Days of Trading! Ross' Trade Recap.txt,2360,True,True,0.9723,0.0277,13,SCRN-001_news_catalyst|SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-007_foreign_stocks|SCRN-010_front_back_side|ENTR-003_dollar_levels|ENTR-009_topping_tails|STOP-004_thirty_pct_soft_stop|MKTCOND-002_leading_gapper|MKTCOND-003_cheap_gappers|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead
Day Trading Energy Stocks & Tech Stocks.txt,2428,True,True,0.9723,0.0277,18,SCRN-001_news_catalyst|SCRN-002_relative_volume|SCRN-003_float|SCRN-004_price_range|SCRN-008_sector_theme|SCRN-010_front_back_side|ENTR-003_dollar_levels|ENTR-005_vwap|STOP-001_macd_hands_off|STOP-003_fifty_pct_daily_stop|STOP-004_thirty_pct_soft_stop|STOP-005_fifty_pct_retrace|STOP-006_halt_offering|STOP-007_position_stop|PROF-003_daily_goals|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-006_power_hour
Day Trading Watch List for MONDAY [_ASIY9nmluw].txt,4920,True,True,0.9723,0.0277,16,SCRN-001_news_catalyst|SCRN-002_relative_volume|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-006_reverse_splits|SCRN-007_foreign_stocks|PROF-004_size_up_hot|PROF-005_cold_market|PROF-006_start_small|MKTCOND-002_leading_gapper|MKTCOND-003_cheap_gappers|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-004_no_trade_days|TIMING-006_power_hour
[LIVE] Day Trading Morning Show $TGL +400% since IPO Yesterday.txt,3535,True,True,0.9723,0.0277,18,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|SCRN-006_reverse_splits|SCRN-010_front_back_side|ENTR-001_macd_gate|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|ENTR-009_topping_tails|STOP-001_macd_hands_off|STOP-003_fifty_pct_daily_stop|STOP-004_thirty_pct_soft_stop|PROF-003_daily_goals|PROF-005_cold_market|MKTCOND-002_leading_gapper|TIMING-002_opening_range|TIMING-003_midday_dead
A 388% SHORT SQUEEZE!! [K-Nf5ls9edA].txt,6076,True,True,0.9722,0.0278,19,SCRN-001_news_catalyst|SCRN-002_relative_volume|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-006_reverse_splits|SCRN-007_foreign_stocks|SCRN-009_short_interest|ENTR-004_micro_pullback|ENTR-005_vwap|STOP-005_fifty_pct_retrace|STOP-006_halt_offering|STOP-007_position_stop|PROF-001_dont_cap_green|PROF-006_start_small|MKTCOND-005_seasonal|TIMING-001_premarket_watch|TIMING-003_midday_dead|TIMING-006_power_hour
A 388% SHORT SQUEEZE!!.txt,6076,True,True,0.9722,0.0278,19,SCRN-001_news_catalyst|SCRN-002_relative_volume|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-006_reverse_splits|SCRN-007_foreign_stocks|SCRN-009_short_interest|ENTR-004_micro_pullback|ENTR-005_vwap|STOP-005_fifty_pct_retrace|STOP-006_halt_offering|STOP-007_position_stop|PROF-001_dont_cap_green|PROF-006_start_small|MKTCOND-005_seasonal|TIMING-001_premarket_watch|TIMING-003_midday_dead|TIMING-006_power_hour
Day Trading Watch List & Game Plan for Monday May 5th.txt,4002,True,True,0.9722,0.0278,19,SCRN-001_news_catalyst|SCRN-002_relative_volume|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-006_reverse_splits|SCRN-007_foreign_stocks|SCRN-009_short_interest|ENTR-002_fcnh|ENTR-009_topping_tails|STOP-006_halt_offering|PROF-004_size_up_hot|MKTCOND-002_leading_gapper|MKTCOND-004_overall_market|MKTCOND-005_seasonal|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead|TIMING-006_power_hour
GNS +30%.txt,1152,False,False,0.9722,0.0278,9,SCRN-003_float|SCRN-004_price_range|ENTR-003_dollar_levels|ENTR-004_micro_pullback|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-005_session_length|TIMING-006_power_hour
I didn't expect this!.txt,2825,True,True,0.9722,0.0278,12,SCRN-001_news_catalyst|SCRN-002_relative_volume|SCRN-003_float|SCRN-007_foreign_stocks|ENTR-001_macd_gate|ENTR-009_topping_tails|STOP-006_halt_offering|PROF-001_dont_cap_green|PROF-005_cold_market|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-002_opening_range
I wasn't expecting this type of morning!.txt,3757,True,True,0.9722,0.0278,17,SCRN-001_news_catalyst|SCRN-003_float|SCRN-005_daily_chart_room|SCRN-006_reverse_splits|ENTR-003_dollar_levels|ENTR-004_micro_pullback|ENTR-009_topping_tails|STOP-003_fifty_pct_daily_stop|STOP-004_thirty_pct_soft_stop|PROF-004_size_up_hot|PROF-005_cold_market|PROF-006_start_small|MKTCOND-002_leading_gapper|MKTCOND-003_cheap_gappers|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-004_no_trade_days
LIVE Day Trading Morning Show with Ross Cameron [-kiecYoXCp0].txt,3436,True,True,0.9722,0.0278,15,SCRN-001_news_catalyst|SCRN-004_price_range|SCRN-007_foreign_stocks|ENTR-001_macd_gate|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|STOP-002_ema_cross|STOP-006_halt_offering|PROF-001_dont_cap_green|PROF-003_daily_goals|PROF-004_size_up_hot|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-002_opening_range
LIVE Day Trading Morning Show with Ross Cameron [fw8gzxbhUD4].txt,2518,True,True,0.9722,0.0278,14,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-007_foreign_stocks|STOP-006_halt_offering|PROF-005_cold_market|PROF-006_start_small|MKTCOND-001_cold_hot_framework|MKTCOND-002_leading_gapper|MKTCOND-004_overall_market|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-004_no_trade_days
Ross's Live Day Trading Morning Show [tZH65KeM01o].txt,2854,True,True,0.9722,0.0278,13,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|ENTR-002_fcnh|ENTR-004_micro_pullback|ENTR-006_bull_flag|ENTR-009_topping_tails|PROF-001_dont_cap_green|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead|TIMING-006_power_hour
48th Green Day.txt,2445,True,True,0.9721,0.0279,14,SCRN-001_news_catalyst|SCRN-003_float|SCRN-006_reverse_splits|SCRN-008_sector_theme|SCRN-009_short_interest|ENTR-004_micro_pullback|STOP-003_fifty_pct_daily_stop|PROF-001_dont_cap_green|PROF-003_daily_goals|PROF-005_cold_market|MKTCOND-002_leading_gapper|MKTCOND-003_cheap_gappers|TIMING-001_premarket_watch|TIMING-002_opening_range
Chinese Stocks Are Today's BIGGEST Gainers.txt,4850,True,True,0.9721,0.0279,20,SCRN-001_news_catalyst|SCRN-002_relative_volume|SCRN-003_float|SCRN-006_reverse_splits|SCRN-007_foreign_stocks|SCRN-010_front_back_side|ENTR-001_macd_gate|ENTR-002_fcnh|ENTR-004_micro_pullback|ENTR-006_bull_flag|ENTR-008_double_bottom|STOP-007_position_stop|PROF-003_daily_goals|PROF-005_cold_market|MKTCOND-002_leading_gapper|MKTCOND-005_seasonal|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead|TIMING-006_power_hour
Trading NFT Catalysts +$43k on $TKAT $DLPN $YVR Recap by Ross Cameron.txt,3065,True,True,0.9721,0.0279,14,SCRN-001_news_catalyst|SCRN-002_relative_volume|SCRN-003_float|SCRN-004_price_range|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|STOP-003_fifty_pct_daily_stop|STOP-004_thirty_pct_soft_stop|PROF-005_cold_market|MKTCOND-001_cold_hot_framework|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-002_opening_range
[LIVE] DAY TRADING Morning Show 9 00 - 9 30am ET with Ross Cameron [bbHD39QBwyo].txt,1715,True,True,0.9721,0.0279,10,SCRN-001_news_catalyst|SCRN-003_float|SCRN-005_daily_chart_room|ENTR-001_macd_gate|ENTR-002_fcnh|ENTR-004_micro_pullback|ENTR-009_topping_tails|PROF-003_daily_goals|TIMING-001_premarket_watch|TIMING-002_opening_range
[LIVE] Day Trading Morning Show with Ross Cameron #stocks #daytrading [_0V-0b3lB5I].txt,1900,True,True,0.9721,0.0279,12,SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-008_sector_theme|SCRN-009_short_interest|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|PROF-001_dont_cap_green|MKTCOND-001_cold_hot_framework|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-002_opening_range
[LIVE] Green Day Trading on the Traveling Trading Station.txt,10573,True,True,0.9721,0.0279,25,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-006_reverse_splits|SCRN-008_sector_theme|SCRN-009_short_interest|ENTR-001_macd_gate|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|ENTR-007_order_spoofing|ENTR-009_topping_tails|STOP-004_thirty_pct_soft_stop|STOP-005_fifty_pct_retrace|STOP-006_halt_offering|PROF-003_daily_goals|PROF-004_size_up_hot|PROF-005_cold_market|MKTCOND-002_leading_gapper|MKTCOND-003_cheap_gappers|MKTCOND-004_overall_market|MKTCOND-005_seasonal|TIMING-001_premarket_watch|TIMING-002_opening_range
$BNSO +130% and $MEGL +100% to $250.txt,4399,True,True,0.972,0.028,22,SCRN-001_news_catalyst|SCRN-002_relative_volume|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-006_reverse_splits|SCRN-009_short_interest|SCRN-010_front_back_side|ENTR-001_macd_gate|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|ENTR-009_topping_tails|STOP-001_macd_hands_off|STOP-003_fifty_pct_daily_stop|PROF-001_dont_cap_green|PROF-003_daily_goals|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead|TIMING-006_power_hour
+$9k Day Trading TODAY.txt,3876,True,True,0.972,0.028,17,SCRN-001_news_catalyst|SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-007_foreign_stocks|SCRN-009_short_interest|SCRN-010_front_back_side|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|ENTR-005_vwap|ENTR-009_topping_tails|STOP-003_fifty_pct_daily_stop|PROF-006_start_small|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead|TIMING-006_power_hour
My Biggest Win of 2025!.txt,6086,True,True,0.972,0.028,18,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-007_foreign_stocks|ENTR-001_macd_gate|ENTR-002_fcnh|ENTR-004_micro_pullback|STOP-003_fifty_pct_daily_stop|STOP-004_thirty_pct_soft_stop|STOP-006_halt_offering|STOP-007_position_stop|PROF-001_dont_cap_green|PROF-002_scale_out|PROF-004_size_up_hot|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-006_power_hour
"+$15,113.96 Day Trading a SPAC and a Recent Reverse Split Setup.txt",2209,True,True,0.9719,0.0281,11,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|SCRN-006_reverse_splits|PROF-002_scale_out|PROF-006_start_small|MKTCOND-003_cheap_gappers|MKTCOND-004_overall_market|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-006_power_hour
+2.7k Trading Friday Momentum - Recap by Ross Cameron.txt,1100,False,False,0.9719,0.0281,7,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|MKTCOND-001_cold_hot_framework|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-003_midday_dead
100% Short Squeeze on BREAKING NEWS at 8 30am ET.txt,5117,True,True,0.9719,0.0281,23,SCRN-001_news_catalyst|SCRN-003_float|SCRN-009_short_interest|SCRN-010_front_back_side|ENTR-001_macd_gate|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|ENTR-005_vwap|ENTR-008_double_bottom|ENTR-009_topping_tails|STOP-001_macd_hands_off|STOP-003_fifty_pct_daily_stop|STOP-004_thirty_pct_soft_stop|PROF-002_scale_out|PROF-004_size_up_hot|PROF-005_cold_market|PROF-006_start_small|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-004_no_trade_days|TIMING-006_power_hour
FOMO on INPX Ross's Trade Recap.txt,4849,True,True,0.9719,0.0281,13,SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|ENTR-002_fcnh|ENTR-003_dollar_levels|STOP-003_fifty_pct_daily_stop|PROF-001_dont_cap_green|PROF-003_daily_goals|MKTCOND-001_cold_hot_framework|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-006_power_hour
Green Day! Ross' Trade Recap.txt,3138,True,True,0.9719,0.0281,11,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-006_reverse_splits|SCRN-007_foreign_stocks|ENTR-002_fcnh|ENTR-003_dollar_levels|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-003_midday_dead
